line_id_a,line_id_b,corr,opp_rate
0,1,-0.14460230975488572,0.23529411764705882
0,2,0.43165517180739327,0.45098039215686275
0,3,0.3458344140460304,0.7647058823529411
0,4,0.2594343998585621,0.7647058823529411
0,5,-0.3576489684096429,0.23529411764705882
0,6,-0.19290853407346711,0.35294117647058826
0,7,-0.10851720409969837,0.23529411764705882
0,8,-0.13936215991072012,0.7647058823529411
0,9,0.3225023716752659,0.43137254901960786
0,10,-0.279756394462119,0.5098039215686274
0,11,-0.3576489684096429,0.23529411764705882
0,12,-0.11197814967035158,0.23529411764705882
0,13,-0.048469637357557833,0.23529411764705882
0,14,-0.09222333601133118,0.23529411764705882
0,15,0.27549911738555444,0.43137254901960786
0,16,-0.1809198783112151,0.39215686274509803
0,17,-0.25288827190012025,0.23529411764705882
0,18,0.3461273542289869,0.7647058823529411
0,19,0.12510233338895582,0.2549019607843137
0,20,0.3989556891326309,0.5294117647058824
0,21,-0.38966163943253707,0.23529411764705882
0,22,0.4044873139538841,0.29411764705882354
0,23,-0.09082754086983859,0.27450980392156865
0,24,-0.29774599128117074,0.23529411764705882
0,25,-0.3576489684096429,0.23529411764705882
0,26,-0.3763962843658374,0.23529411764705882
0,27,0.050925119272551105,0.6078431372549019
0,28,0.09786497288448785,0.5490196078431373
0,29,0.18168150927959548,0.29411764705882354
0,30,-0.3576489684096429,0.23529411764705882
0,31,0.12567761694546095,0.37254901960784315
0,32,-0.3887701474030305,0.5098039215686274
0,33,0.3013486871488907,0.49019607843137253
0,34,-0.5752619038351464,0.45098039215686275
0,35,-0.397528737692268,0.23529411764705882
0,36,-0.19290853407346711,0.35294117647058826
0,37,-0.41987125005692766,0.45098039215686275
0,38,-0.06573569883597981,0.23529411764705882
0,39,0.04812063833463686,0.7647058823529411
1,2,-0.515134334290819,0.6078431372549019
1,3,-0.6589156013318502,1.0
1,4,-0.3754439284588736,1.0
1,5,0.144508282064484,0.0
1,6,-0.1299095866789927,0.3137254901960784
1,7,0.9893912147675997,0.0
1,8,0.31117391148915524,1.0
1,9,-0.43249522895311177,0.6274509803921569
1,10,0.4985000173841124,0.6274509803921569
1,11,0.144508282064484,0.0
1,12,0.9912640128725213,0.0
1,13,-0.8527495690297395,0.0
1,14,0.9841510492799674,0.0
1,15,-0.03888037745837124,0.6666666666666666
1,16,-0.16183223431116187,0.35294117647058826
1,17,-0.2984352562719171,0.0
1,18,-0.0849139571540552,1.0
1,19,0.15506790500918133,0.0196078431372549
1,20,0.43140071485870307,0.7647058823529411
1,21,-0.013559743238312813,0.0
1,22,-0.17416892959812189,0.29411764705882354
1,23,-0.7983083960069176,0.0392156862745098
1,24,-0.026654910638853915,0.0
1,25,0.144508282064484,0.0
1,26,0.39656309653026545,0.0
1,27,-0.30106206322754897,0.6078431372549019
1,28,-0.26304836725350345,0.7843137254901961
1,29,-0.23434713011736508,0.2549019607843137
1,30,0.144508282064484,0.0
1,31,-0.29108222092813596,0.3333333333333333
1,32,0.37052898963006614,0.6274509803921569
1,33,-0.11752589728762211,0.45098039215686275
1,34,0.49075818322999903,0.6862745098039216
1,35,0.5035863507155278,0.0
1,36,-0.1299095866789927,0.3137254901960784
1,37,0.5255126195777264,0.6862745098039216
1,38,-0.7837987342922054,0.0
1,39,0.267621407083509,1.0
2,3,0.5172050204624837,0.39215686274509803
2,4,0.5423464713630436,0.39215686274509803
2,5,-0.43003722558451185,0.6078431372549019
2,6,-0.30930450710974183,0.5294117647058824
2,7,-0.46545835476730263,0.6078431372549019
2,8,-0.06935728171691412,0.39215686274509803
2,9,0.7009639400070309,0.09803921568627451
2,10,-0.7192614731777612,0.7254901960784313
2,11,-0.43003722558451185,0.6078431372549019
